id,created_at,updated_at,start_date,end_date,author,product_type,lower_danger,middle_danger,upper_danger,bottom_line,hazard_discussion
161212,2025-02-07 14:19:34,2025-02-07 15:29:45,2025-02-07 16:00:00,2025-02-08 16:00:00,John Sykes,forecast,1,1,1,"<p>The avalanche danger is generally low. We recommend normal caution for mountain hazards such as glide avalanches, cornices, localized wind slabs in steep terrain, and loose snow avalanches. Using good travel practices like traveling one at a time in avalanche terrain and spotting your partners is always a good idea.</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>The&nbsp;Avalanche Rescue Workshop at Glen Alps has been<strong>&nbsp;POSTPONED to Sunday, February 9th</strong>.&nbsp; The workshop is free and all experience levels are welcome. Click&nbsp;<a href=""https://www.cnfaic.org/event/free-avalanche-rescue-workshop/"" target=""_blank"" rel=""noopener"">HERE</a> for more information.</p>","<p>High pressure continues to dominate the weather pattern and generally low avalanche danger exists. As always, low danger does not mean no danger. <strong>Glide avalanches </strong>continue to release and cause very large and destructive avalanches. Try to minimize your time underneath glide cracks and use safe travel practices to expose one person at a time.&nbsp;Human triggered <strong>wind slab</strong> avalanches could still be possible in localized areas of steep terrain that saw recent wind loading. Keep an eye out for hollow feeling pillows of snow or shooting cracks in wind loaded areas to identify slopes that could harbor lingering wind slabs.&nbsp;</p>
<p><strong>Large cornices</strong> exist along many ridgelines which could be a hazard if you are traveling along a ridgeline or directly underneath. Try to stay a little farther back from the ridgeline than seems necessary to avoid a surprise cornice collapse and be aware that cornice crevasses can form along ridgelines as the cornice starts to peel away from the mountain side.&nbsp;</p>
<p>Both dry and wet loose avalanches are also possible today.&nbsp;<strong>Dry loose</strong> avalanches could occur on any steep slope with soft snow on the surface and we recommend having a plan to deal with sluff if you are traveling in steep terrain. <strong>Wet loose</strong> avalanches will be limited to steep south facing terrain and could form sun crusts or release very small natural avalanches.&nbsp;</p>"
161137,2025-02-06 14:39:48,2025-02-06 17:52:38,2025-02-06 16:00:00,2025-02-07 16:00:00,Daniel Krueger,forecast,1,1,1,"<p>Sunny skies with a few clouds and light winds are expected today that will likely contribute towards generally stable avalanche conditions. That being said, recognizing that unexpected things happen in the mountains and managing risk is essential, especially on lower danger days. Keep an eye out for lingering wind slabs on steep slopes. These will likely be small but may have higher consequences in steep rocky terrain. Watch out for loose &ldquo;sluff&rdquo; avalanches and the potential for glide avalanches.</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>The&nbsp;Avalanche Rescue Workshop at Glen Alps has been<strong>&nbsp;POSTPONED to Sunday, February 9th</strong>.&nbsp; The workshop is free and all experience levels are welcome. Click&nbsp;<a href=""https://www.cnfaic.org/event/free-avalanche-rescue-workshop/"" target=""_blank"" rel=""noopener"">HERE</a>&nbsp;for more information.</p>
<p>It's not too late to catch us on our brewery tour this week. The Girdwood Brewery is hosting us tomorrow for a conversation about the world of snow and avalanches:</p>
<ul>
<li>Forecaster Chat -&nbsp;<strong>Thursday, February 6th, 6-7:30 p.m.&nbsp;</strong>at Girdwood Brewing Co. in Girdwood. Andrew Schauer will discuss recent CNFAC research and highlight ways it can help your backcountry game. Details&nbsp;<a href=""https://www.cnfaic.org/event/cnfac-forecaster-chat-new-tools-for-the-kit-how-recent-cnfac-research-can-help-your-backcountry-game/"" target=""_blank"" rel=""noopener"">HERE</a>.</li>
</ul>
<p>&nbsp;</p>","<p style=""text-align: justify;"">The winds picked up a bit yesterday likely making a new batch of small wind slabs. More about this below. Otherwise, it has been nearly five days of amazing weather that has contributed to generally stable snowpack conditions in Turnagain Pass. That being said, the snowpack in Crow Creek and Johnson Pass/Silvertip area may not be as stable and warrant a bit of caution should you find yourself in these zones. Slopes affected by the sun and warm temperatures may have a thin sun crust on the surface today that may not melt. Look out for&nbsp;<strong>dry loose</strong> ""sluff' avalanches on steep slopes shaded from the sun if you are looking to avoid sun effected slopes.</p>
<p style=""text-align: justify;""><strong>Wind Slab Avalanches</strong>: Lingering wind slabs from yesterday's winds will likely be small and harder to trigger today. The bigger concern would be if a wind slab carries a human into rocks or off a cliff. Keep this in mind especially if you plan on getting into the alpine today. Terrain features with hollow sounding snow and shooting cracks are clues you have found a wind slab.&nbsp;</p>
<p style=""text-align: justify;""><strong>Glide Avalanches:</strong> Glide cracks are showing themselves again in Turnagain Pass and in Summit Lake with the most recent glide avalanche occurring on February 4 south of Turnagain Pass. Try to avoid spending time under them or consider another objective where this hazard does not exist.&nbsp;</p>
<p style=""text-align: justify;""><strong>Cornices:</strong> Cornice falls are less likely today but could be a concern if someone wanders on to one. Give them a lot of room when you are traveling on ridges.&nbsp;</p>
<p style=""text-align: justify;""><strong>Safe Travel:</strong> Remember your training. When recreating in the mountains unexpected things happen especially when we let our guard down. Low avalanches does not mean no avalanches. Good travel protocol such as spacing out and exposing one person at a time on steep slopes on the way down is the safest way to move in the backcountry.&nbsp;&nbsp;</p>
<p style=""text-align: justify;""><strong>Recent Avalanches:</strong> Glide activity is making a slow comeback with one reported two days ago at the south end of Turnagain Pass and glide cracks spotted in Summit Lake. The inversion over the past few days and sunny weather was responsible for small loose wet avalanches at higher elevations on steep solar slopes. About a week ago there was a human triggered wind slab avalanche in Lynx Creek.&nbsp;</p>"
161017,2025-02-05 1:59:49,2025-02-05 15:47:50,2025-02-05 16:00:00,2025-02-06 16:00:00,Mik Dalpes,forecast,1,1,1,"<p>The northwest wind is forecast to blow a little bit today. It shouldn't be enough to move a lot of snow around so the chances of a human triggering an avalanche remain unlikely.&nbsp; The sun is forecast to shine again today. Watch for rollerballs on south facing slopes to know that a human could trigger a small ""sluff"" or loose avalanche and give cornices some space. Although it is unlikely, a small new wind slab or an old stubborn one in steep upper elevation terrain should stay on our radar. A new glide avalanche occurred yesterday. Watch for large cracks and wrinkles in the snow and avoid traveling under them.&nbsp;</p>
<p>&nbsp;________________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>The&nbsp;Avalanche Rescue Workshop at Glen Alps has been<strong>&nbsp;POSTPONED to Sunday, February 9th</strong>.&nbsp; The workshop is free and all experience levels are welcome. Click <a href=""https://www.cnfaic.org/event/free-avalanche-rescue-workshop/"" target=""_blank"" rel=""noopener"">HERE</a>&nbsp;for more information.</p>
<p>It's not too late to catch us on our brewery tour this week. The Girdwood Brewery is hosting us tomorrow for a conversation about the world of snow and avalanches:</p>
<ul>
<li>Forecaster Chat -&nbsp;<strong>Thursday, February 6th, 6-7:30 p.m.&nbsp;</strong>at Girdwood Brewing Co. in Girdwood. Andrew Schauer will discuss recent CNFAC research and highlight ways it can help your backcountry game. Details <a href=""https://www.cnfaic.org/event/cnfac-forecaster-chat-new-tools-for-the-kit-how-recent-cnfac-research-can-help-your-backcountry-game/"" target=""_blank"" rel=""noopener"">HERE</a>.</li>
</ul>","<p>With a northwest breeze and the inversion breaking down, it should stay a little cooler today so we may not see as much <strong>sun effect </strong>as the last several days. There may be a crust today on those slopes that got baked in the sun the last few days that may not soften in todays conditions depending on the wind and temperatures. The wind isn't expected to be enough to create <strong>wind slabs</strong> large enough to become a problem, but keep an eye out for changing conditions especially in the afternoon when the wind is forecast to increase the most. Blowing snow indicates a slab could be forming where it is being deposited.&nbsp; Fresh wind slabs will often give feedback like a shooting crack to let us know they need more time to stabilize.&nbsp;</p>
<p><strong>Recent Avalanches: </strong>Yesterday, a new glide avalanche was spotted on the southern end of Turnagain Pass northwest of Peak 4,940'. Saturday through Monday, while the inversion was in place and temperatures were above freezine in the upper elevations, there were reports of small wet loose avalanches or ""sluffs"" being triggered naturally. One larger sluff was observed on Monday as it was occurring in the <a href=""../../../observations/#/view/observations/06e9754b-530c-46df-98c3-39c64553f971"" target=""_blank"" rel=""noopener"">20 Mile drainage</a> (video below). Almost a week ago now there was a human triggered wind slab in <a href=""https://www.cnfaic.org/observations/#/view/observations/e3aa574f-0735-4a65-9721-6fcc079af125"" target=""_blank"" rel=""noopener"">Lynx Creek</a> last Friday. On Monday, John and Andrew investigated the very large avalanche that occurred in Ragged Bowl on January 25. Check out that video below and a report will be available soon.</p>
<p><strong>Cornices:&nbsp;</strong>Temperatures in the upper elevations are cooling this morning so conditions aren't as ripe for a cornice fall as they have been the last few days, but giving them some room on the ridge and watching them while passing underneath is still a good plan.&nbsp;</p>
<p><strong>Glide avalanches: </strong>With another new glide avalanche yesterday we are keeping a close eye on the glide situation. Glide cracks are popping up across zones (we haven't noticed any in Seward, but maybe we just haven't seen them?). They are difficult to see from below so try to get a view of the route from afar especially if the plan is to climb something steep. Choose an up route that gives any glide crack plenty of space as they could fail at any time.&nbsp;</p>
<p><strong>Safe Travel: </strong>We practice companion rescue once a month at the avalanche center to help us feel more confident that we can recover if we get caught in an avalanche (this happens to avalanche professionals more often than you would expect). Consider adding this to your travel plan, if it isn't there already, that includes safe up routes and watching your partners.&nbsp;</p>"
160924,2025-02-04 0:09:03,2025-02-04 16:09:06,2025-02-04 16:00:00,2025-02-05 16:00:00,Mik Dalpes,forecast,1,1,1,"<p>Continued quiet weather and a generally strong snowpack make a human triggered avalanche unlikely in the Turnagain Pass zone. Accidents still occur on LOW danger days and there are several things to watch out for today. More sunshine is forecast and an inversion is making upper elevation temperatures abnormally warm. This makes both cornice fall and wet loose avalanches ""sluffs"" more likely today. There could also be an old stubborn windslab that a human could trigger in upper elevation steep terrain.&nbsp;</p>
<p>&nbsp;________________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>The&nbsp;Avalanche Rescue Workshop at Glen Alps has been<strong>&nbsp;POSTPONED to Sunday, February 9th</strong>.&nbsp; The workshop is free and all experience levels are welcome. Click <a href=""https://www.cnfaic.org/event/free-avalanche-rescue-workshop/"" target=""_blank"" rel=""noopener"">HERE</a>&nbsp;for more information.</p>
<p>We're on a brewery tour this week! Come out for two free evenings of conversations about the world of snow and avalanches:</p>
<ul>
<li>State of the Snowpack talk - <strong>Today</strong>! <strong>Tuesday, February 4th, 6-7pm</strong>&nbsp;at Onsight Brewing in Anchorage. Join Dr. John Sykes and Mary Gianotti for a night of snowpack discussion at a new venue! More details&nbsp;<a href=""https://www.cnfaic.org/event/state-of-the-snowpacks/"" target=""_blank"" rel=""noopener"">HERE</a>.&nbsp;</li>
<li>Forecaster Chat -&nbsp;<strong>Thursday, February 6th, 6-7:30 p.m.&nbsp;</strong>at Girdwood Brewing Co. in Girdwood. Andrew Schauer will discuss recent CNFAC research and highlight ways it can help your backcountry game. Details <a href=""https://www.cnfaic.org/event/cnfac-forecaster-chat-new-tools-for-the-kit-how-recent-cnfac-research-can-help-your-backcountry-game/"" target=""_blank"" rel=""noopener"">HERE</a>.</li>
</ul>","<p>This period of calm weather is giving us a chance to get out and enjoy the snow that has accumulated and created a strong snowpack (with the exception of the Crow Creek area) from the stormy winter. The Crow Creek area has a thinner snowpack than the rest of Turnagain Pass and additional caution is warranted there. Here are some more details on the hazards and things to think about while we take advantage of this weather window.&nbsp;</p>
<p><strong>Recent Avalanches: </strong>We've gotten reports the last few days of small wet loose avalanches or ""sluffs"" being triggered naturally by the sun and warm temperatures heating the rocks on south facing slopes. One larger sluff was observed as it was occurring in the <a href=""../../../observations/#/view/observations/06e9754b-530c-46df-98c3-39c64553f971"" target=""_blank"" rel=""noopener"">20 Mile drainage</a> yesterday (video below). These are the first avalanches we are aware of since the human triggered wind slab in <a href=""https://www.cnfaic.org/observations/#/view/observations/e3aa574f-0735-4a65-9721-6fcc079af125"" target=""_blank"" rel=""noopener"">Lynx Creek</a> on Friday. John and Andrew investigated the very large avalanche that occurred in Ragged Bowl on January 25. Check out that video below and a report will be available soon.</p>
<p><strong>Lingering Wind Slabs:</strong> We don't expect a person could trigger a wind slab today, but a stubborn one could surprise us. Watch for stiffer snow over softer snow under a ridgeline or in a cross loaded gully (see example below on Pete's North). The strong winds last week came from many directions so these could be found on any aspect.&nbsp;</p>
<p><strong>Cornices: </strong>Temperatures remained warm overnight in the upper elevations. This, combined with the forecast sun today, will make higher chances for a natural or human triggered cornice fall. These are unlikley to trigger an avalanche below, but there is evidence of recent cornice fall in this zone and the chunks are big enough to do some damage if they hit us from above.&nbsp;</p>
<p><strong>Sun effect:</strong> Many small ""sluffs"" were observed in Bertha Creek yesterday on the south facing slopes. There are good chances this will happen again today and there may be a sun crust on these slopes as well. There is plenty of winter left, but it is time to add the sun to the list of how the weather changes the snowpack.</p>
<p><strong>Glide avalanches:&nbsp;</strong>New glide cracks are being noticed daily in Turnagain Pass and Summit Lake. It seems they were encouraged to wake up by the combination of the last big storm followed by a cold spell. The only one to release recently, that we know of, was sometime last week on the south end of Seattle Ridge. Two days ago, a group was surprised to find themselves climbing up over a glide crack that they hadn't been able to see due to the steep slope. Avoid spending time under them if you can, the next one could release at any time.</p>
<p><strong>Safe Travel: </strong>Sticking with safe systems, even during periods of low danger, will reduce our chances of getting into trouble if we get surprised by something today. This includes making a travel plan with multiple options depending on what we find out there, checking our transceivers, airbags, communications, and other rescue gear before heading up, and traveling one at a time in avalanche terrain.&nbsp;</p>"
160903,2025-02-03 15:23:23,2025-02-03 15:58:53,2025-02-03 16:00:00,2025-02-04 16:00:00,Wendy Wagner,forecast,1,1,1,"<p>With another day of quiet weather, triggering an avalanche in the Turnagain Pass area remains unlikely. However, even at times of LOW danger avalanches can still occur. These could be triggering a small wind slab in steep terrain, triggering a cornice fall while traveling along a ridgeline, or the sun might trigger small sluffs on steep southerly rocky terrain that warms this afternoon.&nbsp;</p>
<p>&nbsp;________________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>The&nbsp;Avalanche Rescue Workshop at Glen Alps has been<strong>&nbsp;POSTPONED to Sunday, February 9th</strong>.&nbsp; The workshop is free and all experience levels are welcome. Click <a href=""https://www.cnfaic.org/event/free-avalanche-rescue-workshop/"" target=""_blank"" rel=""noopener"">HERE</a>&nbsp;for more information.</p>
<p>We're on a brewery tour this week! Come out for two free evenings of conversations about the world of snow and avalanches:</p>
<ul>
<li>State of the Snowpack talk - <strong>Tuesday, February 4th, 6-7pm</strong>&nbsp;at Onsight Brewing in Anchorage. Join Dr. John Sykes and Mary Gianotti for a night of snowpack discussion at a new venue! More details&nbsp;<a href=""https://www.cnfaic.org/event/state-of-the-snowpacks/"" target=""_blank"" rel=""noopener"">HERE</a>.&nbsp;</li>
<li>Forecaster Chat -&nbsp;<strong>Thursday, February 6th, 6-7:30 p.m.&nbsp;</strong>at Girdwood Brewing Co. in Girdwood. Andrew Schauer will discuss recent CNFAC research and highlight ways it can help your backcountry game. Details <a href=""https://www.cnfaic.org/event/cnfac-forecaster-chat-new-tools-for-the-kit-how-recent-cnfac-research-can-help-your-backcountry-game/"" target=""_blank"" rel=""noopener"">HERE</a>.</li>
</ul>","<p>What a brilliant weekend with sunshine and warm temperatures in the upper elevations. Parking lots at Turnagain Pass were at full capacity and no reports of avalanches. Today, and even tomorrow, should be equally nice. As folks continue to get into the bigger and steeper terrain, there are several things to be sure and consider. First, the snowpack in the Crow Creek area of Girdwood and the Johnson Pass/Silvertip area between Turnagain Pass and Summit Lake are suspect for harboring buried weak layers. These areas are on the periphery of the forecast zone and warrant extra caution and snowpack assessment. Second, anytime snow is on the mountains there is always some degree of avalanche hazard. Here is rundown:</p>
<p><strong>Lingering Wind Slabs:</strong> Various wind slabs are scattered about from the strong northwest outflow winds last week. As always, keep a lookout for where winds have drifted snow and loading slopes. Signs of cracking in the snow around you and stiffer snow over softer snow are clues you've found a wind slab. These can be highly consequential in steep rocky terrain.</p>
<p><strong>Cornices: </strong>As anyone that has been out in the mountains after January&rsquo;s stormy weather knows, the cornices are big. We can&rsquo;t stress enough how important it is to give these an extra wide berth. They could be easier to trigger as warm temperatures are now being seen above 2,000&rsquo; and sunshine will add to this warmth during the midday hours. They are notorious for breaking back further than expected and it&rsquo;s also a good idea to limit time under them.</p>
<p><strong>Sluffing in the heat of the day:</strong> It's that time of year the sun is starting to heat up the rocky terrain facing south. With such warm ambient temperatures in the Alpine currently, the sun can tip the balance in the afternoon. One group noted sun triggered sluffs in Tincan's Library yesterday.</p>
<p><strong>Glide avalanches:&nbsp;</strong>Glide cracks are continuing to ooze open throughout the forecast areas. We are only aware of one that has released so far (south end of Seattle Ridge), but more cracks are appearing every day. These avalanches are very large and unpredictable. The best way to manage this problem is to avoid spending time under open glide cracks.</p>
<p><strong>Safe Travel: </strong>As always, pay attention to the conditions in the area where you are traveling, and adjust objectives if you notice any surprising signs like shooting cracks or collapsing. You can minimize the consequences of finding an unlucky pocket of unstable snow by sticking with safe travel protocols. This includes traveling one at a time in steep terrain, watching partners from safe locations, and carrying appropriate rescue gear so you can recover if things go wrong.</p>
<p><strong>Recent Avalanches: </strong>There were no avalanches reported over the weekend. The last known avalanches were on Friday when a skier triggered a wind slab in <a href=""https://www.cnfaic.org/accidents/east-groundhog-peak/"" target=""_blank"" rel=""noopener"">steep terrain in the Lynx Creek drainage</a> and a snowmachiner triggered a small slab on Seattle Ridge.&nbsp;</p>"
160766,2025-02-02 4:05:53,2025-02-02 15:47:37,2025-02-02 16:00:00,2025-02-03 16:00:00,Andrew Schauer,forecast,1,1,1,"<p>It is unlikely - not impossible - that a person will trigger an avalanche today. You may still find isolated pockets of reactive snow in some steep wind-loaded terrain, but those chances are slim as another quiet day of weather is on the way. Even though conditions are generally stable, it is still important to follow safe travel protocols like traveling one at a time in steep terrain and watching partners from safe areas outside of runout zones.</p>
<p>&nbsp;________________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>The&nbsp;Avalanche Rescue Workshop at Glen Alps has been<strong>&nbsp;POSTPONED to Sunday, February 9th</strong>.&nbsp; The workshop is 100% free of charge and all experience levels are welcome. Click&nbsp;<a href=""https://www.cnfaic.org/event/free-avalanche-rescue-workshop/"" target=""_blank"" rel=""noopener"">HERE</a>&nbsp;for more information.</p>
<p>We're on a brewery tour next week! Come out for two free evenings of conversations about the world of snow and avalanches:</p>
<ul>
<li>State of the Snowpack talk - <strong>Tuesday, February 4th, 6-7pm</strong>&nbsp;at Onsight Brewing in Anchorage. Join Dr. John Sykes and Mary Gianotti for a night of snowpack discussion at a new venue! More details&nbsp;<a href=""https://www.cnfaic.org/event/state-of-the-snowpacks/"" target=""_blank"" rel=""noopener"">HERE</a>.&nbsp;</li>
<li>Forecaster Chat -&nbsp;<strong>Thursday, February 6th, 6-7:30 p.m.&nbsp;</strong>at Girdwood Brewing Co. in Girdwood. Andrew Schauer will discuss recent CNFAC research and highlight ways it can help your backcountry game. Details <a href=""https://www.cnfaic.org/event/cnfac-forecaster-chat-new-tools-for-the-kit-how-recent-cnfac-research-can-help-your-backcountry-game/"" target=""_blank"" rel=""noopener"">HERE</a>.</li>
</ul>","<p><strong>Recent Avalanches:&nbsp;</strong>On Friday a skier triggered an avalanche on a steep, wind-loaded terrain feature in the Lynx Creek drainage. The skier was caught and carried, sustained serious injuries and was evacuated by the Air National Guard. We have posted a full report on the incident and the response <a href=""https://www.cnfaic.org/accidents/east-groundhog-peak/"" target=""_blank"" rel=""noopener"">here</a>. Thank you to the parties involved for sharing the information and photos. We're wishing the injured skier a quick recovery.</p>
<p>After several days of quiet weather and no major layers of concern in the Turnagain Pass zone, it is unlikely that a person will trigger an avalanche today. That is a broad statement for a large area, so be careful how you use that information. A few things to keep in mind:</p>
<ul>
<li>There is always a small chance of finding pockets of unstable snow, especially in steep alpine terrain. This was the case with the recent avalanche incident on Friday, and although chances of finding something similar today are small, they are never zero.</li>
<li>The snowpack in the Crow Creek area on the northwest corner of the Turnagain forecast zone may be more similar to the Summit Lake snowpack than the rest of the Turnagain Pass zone. If you travel in that area, it will be important to be a little more careful with snowpack assessment and terrain management.</li>
<li>The snowpack from Johnson Pass to Silvertip Creek is a transitional zone between the generally stable Turnagain Pass snowpack and the potentially problematic Summit Lake setup. Similarly to Crow Creek, this area warrants a little more caution than the core of the Turnagain Pass zone.&nbsp;</li>
</ul>
<p>Avalanche accidents happen even when the danger is low. As always, pay attention to the conditions in the area where you are traveling, and adjust objectives if you notice any surprising signs like shooting cracks or collapsing. You can minimize the consequences of finding an unlucky pocket of unstable snow by sticking with safe travel protocols. This includes traveling one at a time in steep terrain, watching partners from safe locations, and carrying appropriate rescue gear so you can recover if things go wrong.</p>
<p><strong>Cornices: </strong>There are many large cornices that will begin to heat up during the temperature inversion that is settling in this week. These often catch people by surprise, breaking back much further from the edge than we'd expect. Keep that in mind if you are traveling along ridgelines, and be sure to limit spending time under them since they can release naturally.</p>
<p><strong>Glide avalanches:&nbsp;</strong>Glide cracks continue to pop open throughout our forecast areas. We are only aware of one that has released so far, but more are appearing every day. These avalanches are very large and unpredictable. The best way to manage this problem is to avoid spending time under open glide cracks.</p>"
160683,2025-02-01 3:36:00,2025-02-01 15:53:14,2025-02-01 16:00:00,2025-02-02 16:00:00,Andrew Schauer,forecast,1,1,2,"<p>The main concern for Turnagain Pass is triggering an avalanche 1 to 3 feet deep where the wind has blown snow into stiffer slabs, especially at upper elevations. These are slowly becoming more stubborn and less likely to trigger, but with two human-triggered avalanches yesterday these are still an issue to pay attention to. Look for better stability and surface conditions in terrain that has remained sheltered from recent winds, still holding soft snow on the surface.</p>
<p>&nbsp;________________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>The&nbsp;Avalanche Rescue Workshop at Glen Alps has been<strong>&nbsp;POSTPONED to Sunday, February 9th</strong>.&nbsp; The workshop is 100% free of charge and all experience levels are welcome. Click&nbsp;<a href=""https://www.cnfaic.org/event/free-avalanche-rescue-workshop/"" target=""_blank"" rel=""noopener"">HERE</a>&nbsp;for more information.</p>
<p>We're on a brewery tour next week! Come out for two free evenings of conversations about the world of snow and avalanches:</p>
<ul>
<li>State of the Snowpack talk - <strong>Tuesday, February 4th, 6-7pm</strong>&nbsp;at Onsight Brewing in Anchorage. Join Dr. John Sykes and Mary Gianotti for a night of snowpack discussion at a new venue! More details&nbsp;<a href=""https://www.cnfaic.org/event/state-of-the-snowpacks/"" target=""_blank"" rel=""noopener"">HERE</a>.&nbsp;</li>
<li>Forecaster Chat -&nbsp;<strong>Thursday, February 6th, 6-7:30 p.m.&nbsp;</strong>at Girdwood Brewing Co. in Girdwood. Andrew Schauer will discuss recent CNFAC research and highlight ways it can help your backcountry game. Details <a href=""https://www.cnfaic.org/event/cnfac-forecaster-chat-new-tools-for-the-kit-how-recent-cnfac-research-can-help-your-backcountry-game/"" target=""_blank"" rel=""noopener"">HERE</a>.</li>
</ul>",NULL
160612,2025-01-31 13:53:32,2025-01-31 14:16:35,2025-01-31 16:00:00,2025-02-01 16:00:00,John Sykes,forecast,1,1,2,"<p>We are entering a period of stable high pressure weather. Lingering wind slabs around 1' deep from the NW winds the past few days and glide avalanches are our main concerns. Wind slabs will be possible for a person to trigger today, especially on steeper slopes at upper elevations. Fresh glide avalanches have occurred in the past few days so we recommend you avoid traveling underneath glide cracks whenever possible.&nbsp;</p>
<p>&nbsp;________________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p><strong>Motorized Access:&nbsp;</strong>&nbsp;The Forest Service has opened Johnson Pass north trailhead and the Summit area to motorized use. You can see riding area status on the Forest&nbsp;<a href=""https://www.cnfaic.org/resources/riding-areas/"" target=""_blank"" rel=""noopener"">HERE</a>.</p>",NULL
160473,2025-01-29 23:07:46,2025-01-30 15:43:18,2025-01-30 16:00:00,2025-01-31 16:00:00,John Sykes,forecast,1,2,2,"<p>Northwest winds will be forming wind slabs around 1' deep at upper elevations. Human triggered avalanches are possible in areas with active wind loading. Dry loose avalanches in steep terrain, cornices along ridgelines, and glide avalanches are additional hazards to keep in mind today.</p>
<p>&nbsp;________________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p><strong>Motorized Access:&nbsp;</strong>&nbsp;The Forest Service has opened Johnson Pass north trailhead and the Summit area to motorized use. You can see riding area status on the Forest&nbsp;<a href=""https://www.cnfaic.org/resources/riding-areas/"" target=""_blank"" rel=""noopener"">HERE</a>.</p>",NULL
160415,2025-01-29 1:51:22,2025-01-29 16:03:38,2025-01-29 16:00:00,2025-01-30 16:00:00,Mik Dalpes,forecast,1,1,2,"<p>A northwest outflow wind event is forecast through Thursday. These winds will be creating fresh windslabs 1' deep or more in the upper elevations across our forecast zones. The chances will be higher for a human or machine to trigger one of these avalanches where the wind is stronger. There was an unusually large avalanche in the Girdwood Valley on January 26 during the storm, so that area warrants extra caution for a while. Softer snow can be found in areas protected from the wind.</p>
<p>&nbsp;________________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p><strong>Motorized Access:&nbsp;</strong>&nbsp;The Forest Service has opened Johnson Pass north trailhead and the Summit area to motorized use. You can see riding area status on the Forest&nbsp;<a href=""https://www.cnfaic.org/resources/riding-areas/"" target=""_blank"" rel=""noopener"">HERE</a>.</p>",NULL
160337,2025-01-28 0:27:28,2025-01-28 16:00:50,2025-01-28 16:00:00,2025-01-29 16:00:00,Daniel Krueger,forecast,1,2,2,"<p>Wind slab avalanches 1 to 3&rsquo; deep will be easier to trigger on steep wind loaded slopes above 2,500&rsquo;. Dry loose avalanches will also be a concern on steep slopes. Look for these problems and assess the snow before heading into steep consequential terrain. There is also some uncertainty on how the snowpack is adjusting to the storm snow in the Girdwood Valley and the south end of Turnagain Pass. These areas warrant a little more caution if you head into avalanche terrain.&nbsp;</p>",NULL
160301,2025-01-27 13:51:40,2025-01-27 16:09:35,2025-01-27 16:00:00,2025-01-28 16:00:00,Wendy Wagner,forecast,2,3,3,"<p>Human triggered avalanches are likely today as stormy weather moves out this morning. These avalanches could be wind slabs up to several feet deep on wind loaded slopes, storm slabs 1-3' deep on sheltered slopes, dry loose avalanches, and cornice falls. The mountains have seen heavy snow and wind for three days. <strong>As skies clear, a very cautious mindset and careful snowpack assessment is recommended if headed toward avalanche terrain. <br><br></strong>Sticking to lower angle slopes with nothing steep above you can be a good way to enjoy the powder without worrying about an avalanche.</p>
<p>&nbsp;________________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p><strong>AK DOT&amp;PF Avalanche Closure Notification for Monday January 27<sup>th</sup>, 2025: </strong>There will be intermittent traffic delays for Avalanche Hazard Reduction work for the following areas:</p>
<ul>
<li>From mileposts 83 to 88 on the Seward Highway, south of Girdwood and north of Portage, motorists should expect delays of up to 45-60 minutes between 09:00 AM and 12:00 PM.</li>
<li>From milepost 3 to 5 on the Portage Glacier Highway, motorists should expect delays of 45-60 minutes between 11:00 AM and 2:00 PM.</li>
</ul>
<p>Updates will be posted on the 511 system.&nbsp;<a href=""http://511.alaska.gov/"" target=""_blank"" rel=""noopener"">511.alaska.gov</a></p>",NULL
